Epoch,MSE,C-Index,RM2,Pearson,AUPR
437,0.21239801,0.87968718,0.724938322,0.860234704,0.711108718
438,0.22073895,0.872187294,0.706481362,0.858094099,0.697558458
439,0.21665551,0.880879856,0.716997967,0.859955698,0.699779106
440,0.21578966,0.880778699,0.718001401,0.860326056,0.708160072
441,0.21232124,0.888448354,0.729339875,0.860055239,0.709825988
442,0.21331143,0.882708269,0.721254441,0.861438304,0.706304613
443,0.22022459,0.88326919,0.734812486,0.859081229,0.716874217
444,0.2144988,0.885035577,0.734656222,0.861458711,0.720942246
445,0.21748315,0.880572325,0.718140574,0.859581381,0.70933157
446,0.22055812,0.889167176,0.731533976,0.856469256,0.715852036
447,0.21699136,0.879302843,0.72710813,0.856245495,0.712623869
448,0.22767848,0.877222111,0.722013506,0.857904547,0.710433634
449,0.2134795,0.89012729,0.730659926,0.859545477,0.717074138
450,0.21032427,0.88497868,0.729530124,0.861014266,0.712411141
451,0.21075615,0.885282459,0.727023139,0.861495926,0.722181762
452,0.2220428,0.878649264,0.711817629,0.859741455,0.70537568
453,0.2194782,0.880268624,0.718074225,0.861901318,0.717183423
454,0.21905988,0.883674968,0.721417315,0.859954164,0.715880686
455,0.2100812,0.886261334,0.741607843,0.863657786,0.718458714
456,0.21606201,0.881746547,0.735646616,0.862749076,0.716189513
457,0.207011,0.887919824,0.742346539,0.861655479,0.706260666
458,0.21820636,0.883785162,0.722186426,0.862087788,0.705190449
459,0.2120013,0.885037414,0.737485536,0.861313562,0.696511825
460,0.20671844,0.880176962,0.722864055,0.863259932,0.702453849
461,0.21279664,0.88561771,0.73446954,0.860117171,0.712266574
462,0.21385337,0.882484896,0.721281295,0.860511786,0.7115147
463,0.20755067,0.888557858,0.739752981,0.864133111,0.707934045
464,0.21609007,0.886113388,0.728341895,0.861187841,0.702792145
465,0.21264161,0.880002061,0.727124676,0.860128519,0.707322264
466,0.22018576,0.881101774,0.717201354,0.859808459,0.695046303
467,0.22518891,0.884535303,0.734298988,0.860671606,0.719869013
468,0.20880498,0.888174287,0.741992352,0.862242125,0.723440496
469,0.2196783,0.881738506,0.715911721,0.858914714,0.716874217
470,0.21622492,0.883526946,0.724621687,0.860698023,0.709095853
471,0.21477109,0.881638115,0.720898528,0.862708405,0.725703646
472,0.21002209,0.882474634,0.7255634,0.861199767,0.691025603
473,0.22308841,0.879644144,0.706206524,0.861637857,0.695085449
474,0.21436614,0.878837182,0.731436222,0.860715488,0.717416885
475,0.21947525,0.882326689,0.720218797,0.858977672,0.712319888
476,0.209473,0.882104465,0.723677183,0.86162072,0.730048112
477,0.22399552,0.878079306,0.716027923,0.861769006,0.708771387
478,0.21120016,0.883906688,0.730168366,0.861332094,0.717416885
479,0.21490996,0.88425534,0.731793193,0.859545568,0.72311112
480,0.21736318,0.878682345,0.725493697,0.858128422,0.71485712
481,0.2200365,0.885254049,0.73044303,0.860282327,0.725723747
482,0.20819367,0.881271314,0.736837992,0.861508796,0.718193851
483,0.21105815,0.885896907,0.742451449,0.862028637,0.717998624
484,0.2196887,0.883325474,0.730260057,0.861207588,0.712081206
485,0.20730373,0.886879305,0.731094282,0.864407764,0.718618215
486,0.20940624,0.887804653,0.737434748,0.863488351,0.709519786
487,0.20539582,0.88578434,0.742787126,0.863866649,0.720711521
488,0.21509661,0.880952221,0.72251297,0.859747213,0.707322264
489,0.2241995,0.88217928,0.733289428,0.860194539,0.709081954
490,0.20700331,0.887450335,0.745005692,0.863632889,0.70657332
491,0.20996182,0.887501181,0.73574508,0.862876621,0.732730757
492,0.2024249,0.888882618,0.738091088,0.864704791,0.713990681
493,0.21142052,0.881540556,0.723111869,0.860678636,0.721221684
494,0.20894471,0.885164301,0.738395886,0.863800918,0.718193851
495,0.20681001,0.887096169,0.740451265,0.862834308,0.72363346
496,0.20552017,0.886395419,0.73151203,0.862755633,0.71233052
497,0.20519403,0.882841512,0.735350745,0.864344291,0.722466065
498,0.20521623,0.884383759,0.744770572,0.863638333,0.72897905
499,0.21225868,0.876141389,0.718149908,0.861481868,0.716702503
500,0.20626803,0.887132007,0.729372549,0.86246201,0.71926577
501,0.21657944,0.87935591,0.715758186,0.86185716,0.714509977
502,0.211208,0.881653277,0.71532841,0.860707592,0.719998196
503,0.21143577,0.883770842,0.734862595,0.862599188,0.722752056
504,0.21092883,0.880125196,0.734415359,0.859642618,0.712171336
505,0.20815268,0.889164572,0.731929017,0.862677245,0.724797403
506,0.20995343,0.885983438,0.740684807,0.861417201,0.713595067
507,0.21281558,0.885683795,0.724326912,0.861158179,0.704203486
508,0.2045991,0.885169432,0.741195487,0.864272621,0.722016497
509,0.21562105,0.881136769,0.72202615,0.866235972,0.720837608
510,0.20811948,0.884866726,0.743727288,0.865090615,0.725497925
511,0.2127852,0.88294757,0.736183423,0.862119058,0.720367977
512,0.2073929,0.884483155,0.732470872,0.864201801,0.715413095
513,0.20908841,0.884188489,0.723808415,0.863575595,0.705757057
514,0.2063004,0.883483987,0.724627745,0.863514187,0.709825988
515,0.20632418,0.88677631,0.726276264,0.864636708,0.728235974
516,0.20918919,0.882000397,0.727267817,0.864431932,0.712319888
517,0.21901812,0.877777443,0.713410631,0.862822798,0.722168322
518,0.20976438,0.882995047,0.734387661,0.86313144,0.724479699
519,0.21461506,0.884803703,0.72502131,0.861327879,0.711189814
520,0.2089354,0.885697885,0.738013669,0.862397822,0.715413095
521,0.20627017,0.88922859,0.744999919,0.863740929,0.723488713
522,0.21016042,0.886539612,0.7301066,0.862815275,0.704203486
523,0.21040227,0.8831652,0.72013026,0.863006348,0.723308784
524,0.21075091,0.881319634,0.725811411,0.864211754,0.714822196
525,0.21702006,0.877414547,0.72241919,0.860254422,0.712081206
526,0.20200734,0.887880387,0.73702535,0.866793335,0.708423742
527,0.20258981,0.888829934,0.736274325,0.865926245,0.710797799
528,0.20698602,0.883963355,0.731125328,0.865083239,0.714019552
529,0.20261486,0.888917843,0.748025231,0.866931196,0.726213669
530,0.201226,0.888550277,0.743935603,0.865813486,0.714990769
531,0.20388365,0.887249015,0.744660165,0.864105023,0.727697693
532,0.20869762,0.889701143,0.738962531,0.865948908,0.727867298
533,0.2092961,0.882098645,0.732139989,0.864413577,0.711361217
534,0.20920031,0.88387667,0.739781988,0.863762252,0.73082947
535,0.2049353,0.888079715,0.749128616,0.866515837,0.734005883
536,0.20684184,0.887271529,0.734515058,0.863316442,0.72522179
537,0.2099798,0.885306887,0.716100319,0.865079426,0.709005681
538,0.21087122,0.88425825,0.735128026,0.865570521,0.716702503
539,0.20699435,0.88719097,0.734511461,0.864008029,0.718193851
540,0.20334773,0.885335909,0.740540406,0.866203851,0.717830024
541,0.21042885,0.8852019,0.729023648,0.861176469,0.720966319
542,0.20123965,0.894267925,0.739558435,0.865843645,0.722029897
543,0.21160813,0.885497485,0.722195609,0.865225813,0.727358074
544,0.21003349,0.882493089,0.745110023,0.863712661,0.724293558
545,0.2114612,0.88160848,0.734052766,0.862353143,0.719209863
546,0.20681752,0.889131415,0.735642284,0.865742002,0.7213428
547,0.20093204,0.891054093,0.741158994,0.866384993,0.727597323
548,0.20163745,0.889967858,0.744070836,0.866310123,0.746789409
549,0.21421841,0.887023651,0.726947212,0.863534278,0.706769012
550,0.2075575,0.883284582,0.741956488,0.865253506,0.730825274
551,0.21049376,0.886388987,0.726989414,0.865910234,0.719241878
552,0.20731886,0.883627721,0.733626459,0.865743336,0.7213428
553,0.20999093,0.883724054,0.732232459,0.862583014,0.721548957
554,0.20544153,0.887181781,0.750482083,0.866321267,0.732194339
555,0.21311201,0.882471495,0.725274721,0.861750303,0.707161463
556,0.21422507,0.881778709,0.728462935,0.861246453,0.716874217
557,0.20847449,0.886842395,0.739245267,0.864122126,0.717236169
558,0.21465607,0.884995833,0.724300696,0.864829146,0.716520514
559,0.21412893,0.882668449,0.732221931,0.86354924,0.722294244
560,0.20623618,0.886794765,0.741702502,0.863816246,0.726723519
561,0.20307304,0.890277456,0.742266251,0.865755511,0.733689274
562,0.20603122,0.885851497,0.745058632,0.86582856,0.724125979
563,0.20804833,0.887770117,0.741986971,0.864052567,0.72522179
564,0.20615822,0.885927385,0.737488558,0.863471704,0.723488713
565,0.20751943,0.880074426,0.744854403,0.863682675,0.729462723
566,0.20632185,0.880683667,0.732717217,0.86416148,0.731694428
567,0.20906228,0.887635343,0.736387973,0.862960038,0.718618215
568,0.21123332,0.883502136,0.72844616,0.863212503,0.716189513
569,0.21488713,0.884590745,0.737802899,0.863173608,0.719702884
570,0.20655735,0.886115073,0.740510219,0.865548617,0.725662891
571,0.2060055,0.885860687,0.736251396,0.865144154,0.732650627
572,0.20883603,0.884259629,0.739745244,0.863353917,0.718458714
573,0.20649073,0.883338033,0.739765669,0.862418988,0.719227558
574,0.21041569,0.887735581,0.742962732,0.864760002,0.715880686
575,0.21318954,0.877466772,0.728695428,0.864399007,0.724787932
576,0.20769094,0.889038834,0.733362791,0.865316712,0.706304613
577,0.20069973,0.887885365,0.743009308,0.865886709,0.738589727
578,0.21170467,0.889843728,0.735245328,0.863542009,0.718917911
579,0.21343502,0.887981085,0.724052332,0.863964089,0.728029586
580,0.20801237,0.888553646,0.743445683,0.863839135,0.724125979
581,0.20720956,0.884969032,0.744648981,0.865221451,0.723976561
582,0.2056175,0.886407365,0.7398887,0.863031354,0.726172616
583,0.21776243,0.885859844,0.717444977,0.863165943,0.71583761
584,0.2128353,0.886418545,0.734654532,0.861720901,0.727054932
585,0.20967406,0.890674198,0.736618112,0.864453461,0.73057333
586,0.20963296,0.88347855,0.731230882,0.863406445,0.721638157
587,0.20321004,0.890276307,0.747376923,0.865344541,0.73096637
588,0.20672143,0.886565495,0.741136627,0.866025915,0.729934568
589,0.20767325,0.886539,0.74474952,0.865364375,0.72721098
590,0.20275503,0.887948923,0.743870692,0.864650091,0.710770221
591,0.20375094,0.890314519,0.743004246,0.865158539,0.720596583
592,0.20907952,0.884275021,0.737233963,0.863473542,0.717074138
593,0.21026282,0.886760765,0.737445227,0.865446775,0.724992361
594,0.20413639,0.891342709,0.746560446,0.865646856,0.728573725
595,0.21288906,0.88614915,0.728958614,0.86277122,0.722703265
596,0.20982817,0.884418218,0.742038741,0.86274694,0.724684812
597,0.21264043,0.886194253,0.736212838,0.86285916,0.731097461
598,0.20758674,0.887063854,0.740856714,0.863841743,0.732838862
599,0.20858648,0.887706789,0.738515658,0.863505807,0.725109862
600,0.21478881,0.884348074,0.71890297,0.862839101,0.719002171
601,0.20669238,0.889348815,0.7385038,0.863067133,0.731825119
602,0.20506972,0.886851201,0.739171122,0.864579578,0.731293528
603,0.21021628,0.885886876,0.737146228,0.863936904,0.737362414
604,0.21024199,0.889241072,0.731636455,0.863634308,0.732040129
605,0.20697255,0.887589091,0.742718095,0.864586095,0.736167828
606,0.20542547,0.888766299,0.746099487,0.864035253,0.726257949
607,0.20699622,0.887710081,0.726146744,0.865332374,0.726048596
608,0.20877035,0.888292215,0.729204165,0.863499826,0.7213428
609,0.20390227,0.887389227,0.747615197,0.866274252,0.72809408
610,0.20934542,0.884469371,0.732283578,0.863998632,0.728125561
611,0.20885907,0.889127969,0.741433431,0.863609919,0.712623869
612,0.2043712,0.889691724,0.751068917,0.86703301,0.729602118
613,0.20804429,0.882821296,0.741466139,0.864810283,0.726048596
614,0.20702316,0.891710199,0.730577971,0.864247506,0.726723519
615,0.20782802,0.886246325,0.741417639,0.864263058,0.72877037
616,0.20420285,0.89021206,0.747254222,0.864508063,0.723390738
617,0.20514978,0.886301,0.744521322,0.865187296,0.718087719
618,0.20719863,0.885591444,0.731642903,0.863837052,0.725846312
619,0.20872477,0.887387618,0.743132675,0.864762879,0.726048596
620,0.20828706,0.888635123,0.743081368,0.863105399,0.71787012
621,0.21501875,0.886844233,0.72607163,0.863839515,0.729368268
622,0.20458953,0.887103061,0.744658807,0.865244588,0.727969666
623,0.20939489,0.889188081,0.735549918,0.863559096,0.718796295
624,0.21257533,0.886354298,0.731233969,0.863589337,0.710935485
625,0.2020778,0.888896555,0.744041394,0.865059957,0.727558668
626,0.20828392,0.88643968,0.732752461,0.861265317,0.722167382
627,0.21229397,0.882767462,0.729150137,0.861944082,0.721638157
628,0.20615923,0.888048625,0.743848161,0.864048501,0.72877037
629,0.20481949,0.879184073,0.742025981,0.864029803,0.720623042
630,0.21201192,0.881001689,0.736106118,0.862340059,0.724350437
631,0.20710751,0.887799829,0.732444573,0.862983664,0.722466065
632,0.20791793,0.888893722,0.74174448,0.863499219,0.71958111
633,0.20922555,0.886194712,0.74032946,0.866108687,0.716460184
634,0.21278147,0.878905335,0.722358126,0.863101747,0.713452769
635,0.20548174,0.892843912,0.746634175,0.865044375,0.722466065
636,0.20838027,0.885065518,0.743671172,0.862709932,0.724125979
637,0.2065493,0.887622555,0.740138266,0.864861809,0.723976561
638,0.21657406,0.879988584,0.730552703,0.862399246,0.722109443
639,0.2077589,0.891687686,0.739162682,0.86296581,0.723488713
640,0.20615546,0.892982362,0.732353058,0.864670885,0.722600123
641,0.20782743,0.887111867,0.740176514,0.862056043,0.730397244
642,0.20595989,0.891314912,0.740234707,0.86533223,0.710926246
643,0.20964344,0.89317832,0.733822019,0.864989042,0.725153662
644,0.21096991,0.884905473,0.720993487,0.863158167,0.707920535
645,0.20265238,0.891273025,0.74547786,0.864606754,0.724874315
646,0.20574023,0.883722063,0.735811694,0.864525361,0.718618215
647,0.21650542,0.889186856,0.7156974,0.863356211,0.722168322
648,0.2016755,0.890863877,0.744670504,0.866330673,0.722250059
649,0.20468256,0.892534467,0.743656427,0.864506268,0.731825119
650,0.20021118,0.889534436,0.746715532,0.866381809,0.722029897
651,0.21167602,0.883156853,0.726094342,0.863679032,0.714219557
652,0.20729554,0.889792345,0.745693521,0.863782017,0.73096637
653,0.21144143,0.880235849,0.72281465,0.866447208,0.724002271
654,0.20121539,0.886753567,0.752086473,0.867657163,0.719390255
655,0.20363165,0.890184722,0.736767288,0.865266772,0.731976745
656,0.20347798,0.88707534,0.73779597,0.864864867,0.716530451
657,0.20187053,0.889819453,0.733070532,0.866069415,0.722101121
658,0.2064286,0.886964994,0.74503719,0.86533307,0.724125979
659,0.20150511,0.890221325,0.74575618,0.865858851,0.729019394
660,0.2012225,0.886978854,0.740520694,0.868112805,0.735359318
661,0.20214538,0.889243982,0.741003206,0.867066196,0.735123438
662,0.20287542,0.88975107,0.74099925,0.86711119,0.728986071
663,0.20146202,0.890945202,0.747185347,0.866792229,0.71831739
664,0.20431888,0.887774099,0.737700687,0.866822822,0.715302496
665,0.20273241,0.890978742,0.733958901,0.867809025,0.71415008
666,0.20556672,0.888148557,0.746437207,0.866549341,0.733045825
667,0.20154795,0.893086505,0.739651875,0.865470174,0.709365328
668,0.20938535,0.889200716,0.731840428,0.864807768,0.712571205
669,0.20708086,0.887232934,0.743355578,0.865491623,0.721740554
670,0.20423275,0.890490491,0.743982857,0.865638713,0.734806089
671,0.20260493,0.886457216,0.748037817,0.866844715,0.72363346
672,0.20138575,0.891292475,0.745384453,0.866943433,0.737361516
673,0.20075226,0.890151335,0.745313262,0.867331094,0.730607176
674,0.21410066,0.884666249,0.731665487,0.863268245,0.729368268
675,0.21100211,0.886463266,0.738044956,0.863642548,0.723793939
676,0.20588174,0.889865628,0.737779135,0.86455696,0.728395727
677,0.20750861,0.888887442,0.737925584,0.864517866,0.715687472
678,0.2067454,0.890379685,0.747014891,0.864589449,0.723730674
679,0.20268938,0.887178718,0.747958022,0.866487767,0.724874315
680,0.20394945,0.889595697,0.740774213,0.86460912,0.713732176
681,0.20915654,0.887719424,0.733697449,0.864679045,0.71415008
682,0.20407666,0.890377388,0.738729594,0.864556773,0.71947721
683,0.20231582,0.892298918,0.748989357,0.866668302,0.731120929
684,0.19980201,0.893044159,0.751583494,0.867511457,0.729147401
685,0.20353004,0.887104056,0.741280148,0.868403175,0.728986071
686,0.20652927,0.884945063,0.730370247,0.865367189,0.725153662
687,0.20131268,0.889177131,0.748210316,0.866275361,0.723401134
688,0.20023723,0.895039814,0.74178176,0.866782837,0.714988135
689,0.20356546,0.884971712,0.741011854,0.867221353,0.719446217
690,0.20164539,0.892376873,0.742013013,0.868021692,0.732172346
691,0.20094235,0.889727025,0.748501705,0.86651732,0.717998624
692,0.20486787,0.8909269,0.741229013,0.865200609,0.714651793
693,0.20425367,0.888046864,0.735506596,0.863597253,0.717802427
694,0.2073632,0.890463613,0.745943373,0.864795358,0.718087719
695,0.2061099,0.885455827,0.735211734,0.864751658,0.71831739
696,0.20522533,0.890842513,0.747543893,0.865925915,0.715209119
697,0.2107908,0.886491829,0.743182572,0.862300092,0.71958111
698,0.21027988,0.88485455,0.725116031,0.864115696,0.741336001
699,0.2037413,0.888436791,0.741782594,0.86498198,0.72809408
700,0.21157686,0.883358478,0.714881939,0.865084954,0.716189513
701,0.20282887,0.889732922,0.744815846,0.866362334,0.720779834
702,0.2098125,0.887388155,0.730687638,0.864303027,0.720367977
703,0.21428277,0.883381375,0.730440025,0.862858097,0.732730757
704,0.20720296,0.890803076,0.741340072,0.863215003,0.733147297
705,0.20434384,0.889297279,0.741235176,0.864221671,0.721993578
706,0.20512366,0.890106538,0.748341373,0.866044786,0.723730674
707,0.20384572,0.892153882,0.744762304,0.865527284,0.713595067
708,0.20979679,0.888655263,0.73571768,0.865961839,0.722703265
709,0.20217878,0.892995533,0.748185602,0.866627619,0.727597323
710,0.20159055,0.887947545,0.750429156,0.866847795,0.71500068
711,0.20233615,0.890363834,0.73777265,0.867384528,0.715302496
712,0.20053843,0.892829592,0.741563977,0.866319128,0.721954358
713,0.2142906,0.886537315,0.728089886,0.868437852,0.724340598
714,0.20331667,0.892147373,0.737838908,0.865111918,0.719227558
715,0.20607276,0.891353124,0.734661754,0.865636795,0.727410441
716,0.20437117,0.891600389,0.746575441,0.867910265,0.723976561
717,0.2007645,0.88937531,0.732565214,0.867354201,0.722752056
718,0.20265146,0.895108274,0.746642672,0.865894507,0.714988135
719,0.20359915,0.891383295,0.744431681,0.866764713,0.712411141
720,0.20771863,0.886915066,0.743549562,0.866818899,0.722656002
721,0.20608918,0.890316893,0.738839478,0.867544418,0.717616705
722,0.1996265,0.889728404,0.74929607,0.867622532,0.724936473
723,0.20810065,0.89302601,0.750447982,0.866548021,0.719446217
724,0.20193851,0.889192216,0.746911407,0.866028219,0.730709859
725,0.20526023,0.892485305,0.744414217,0.866341607,0.718796295
726,0.20439665,0.889541021,0.740757328,0.865126105,0.720779834
727,0.20111315,0.89119239,0.74790575,0.866620436,0.720779834
728,0.20174153,0.893043546,0.750338817,0.866450326,0.72522179
729,0.20390978,0.889623571,0.746025651,0.865306403,0.706511702
730,0.20785324,0.889339396,0.731845752,0.867034478,0.711465212
731,0.1999273,0.887122128,0.745142766,0.868108986,0.717998624
732,0.2101557,0.889324846,0.733314947,0.864470189,0.715082213
733,0.19804594,0.89894559,0.738273409,0.867880768,0.73335721
734,0.20312549,0.893063456,0.74567129,0.865727714,0.727771824
735,0.20348097,0.893394036,0.739158487,0.866753936,0.72877037
736,0.20668156,0.886822792,0.735161016,0.864661049,0.718335162
737,0.20240198,0.892463787,0.742694845,0.8670345,0.721548957
738,0.19803203,0.896090748,0.754888887,0.870225198,0.735889946
739,0.20662981,0.883796189,0.728439455,0.867447641,0.713137147
740,0.20088111,0.889729323,0.733298746,0.867107771,0.715413095
741,0.19949904,0.895025265,0.744219678,0.867659105,0.717830024
742,0.20093003,0.891224322,0.743473938,0.867848673,0.721221684
743,0.1982415,0.894036205,0.754286396,0.868780467,0.727862367
744,0.20515454,0.891788613,0.740633865,0.866122486,0.711189814
745,0.20339711,0.889769525,0.733813371,0.866082819,0.730128402
746,0.20331536,0.886409969,0.745121171,0.865935954,0.724936473
747,0.20035343,0.895027486,0.751418281,0.868397358,0.723976561
748,0.20449424,0.891412623,0.736802732,0.867301588,0.726048596
749,0.20073016,0.887620334,0.743909278,0.867263985,0.724874315
750,0.20557903,0.891441952,0.742833317,0.866455959,0.716237963
751,0.20616424,0.889465594,0.745595295,0.868094445,0.718993368
752,0.20480058,0.891082273,0.736120674,0.867870948,0.723793939
753,0.20098528,0.89246639,0.742733308,0.865967035,0.733262774
754,0.20292397,0.89045519,0.749096464,0.869536662,0.728404315
755,0.19895612,0.894624311,0.743506223,0.868518888,0.722016497
756,0.19855095,0.893008398,0.747703373,0.871616449,0.72522179
757,0.20091094,0.889514909,0.746140279,0.867453436,0.72809408
758,0.20129173,0.893075555,0.744107708,0.868156355,0.729462723
759,0.20320304,0.894186065,0.73832797,0.866631341,0.716035392
760,0.20295955,0.889188081,0.736029661,0.865567978,0.734710309
761,0.20620584,0.89175201,0.744828287,0.867105911,0.726772878
762,0.20340809,0.891620069,0.746629453,0.869032353,0.719209863
763,0.20409508,0.889583981,0.73575791,0.867279904,0.723319069
764,0.20427139,0.890226073,0.743220177,0.868392655,0.729221254
765,0.20024925,0.892340805,0.751552056,0.869304677,0.724125979
766,0.20003742,0.888850456,0.752817472,0.86928709,0.722250059
767,0.20563638,0.888225976,0.738803087,0.867087054,0.719209863
768,0.20512696,0.891647713,0.744857706,0.868613336,0.724909321
769,0.19914494,0.892908083,0.749672018,0.867678317,0.727597323
770,0.19897668,0.893889332,0.740500602,0.868937911,0.733557351
771,0.19924416,0.890260839,0.747425394,0.868130343,0.723488713
772,0.19880155,0.895836438,0.746930423,0.87052051,0.733045825
773,0.19843733,0.889999714,0.751245063,0.867646199,0.726487086
774,0.20300393,0.890800089,0.739831606,0.867480376,0.71415008
775,0.20402293,0.891066728,0.747464835,0.86654006,0.719702322
776,0.19985765,0.896119234,0.750064995,0.867988602,0.730709859
777,0.1989238,0.894330182,0.755170859,0.869094031,0.722004482
778,0.20498173,0.887795617,0.740456868,0.868263163,0.72601023
779,0.20048583,0.890853387,0.743615147,0.866580794,0.726213669
780,0.19827477,0.89280861,0.754190482,0.869643779,0.733442527
781,0.198726102,0.898497159,0.749921981,0.869026801,0.732077124
782,0.19940008,0.889613845,0.745205452,0.86921533,0.725497925
783,0.19905731,0.898215741,0.75405177,0.868447418,0.71502872
784,0.19882345,0.900115523,0.751651172,0.868035022,0.716530451
785,0.20342097,0.895484263,0.747391947,0.869900472,0.730365712
786,0.1981898,0.892419832,0.747130972,0.868736306,0.727639635
787,0.198582838,0.897266577,0.755174996,0.870039951,0.726257949
788,0.20264243,0.888014319,0.732667599,0.868358257,0.719209863
789,0.20210387,0.89188709,0.735837094,0.868007582,0.729751818
790,0.200359,0.895002675,0.750370978,0.867654998,0.726723519
791,0.19805978,0.894904121,0.746658523,0.869904028,0.733045825
792,0.20213571,0.893363405,0.739070871,0.866791092,0.718458714
793,0.20173231,0.889207225,0.750770545,0.867418732,0.724125979
794,0.20203963,0.889290464,0.747717595,0.867060633,0.71831739
795,0.19802463,0.892849272,0.751489136,0.868796052,0.71926577
796,0.20283575,0.889153928,0.742398621,0.867311683,0.723319069
797,0.20648731,0.886186825,0.742253055,0.867854735,0.728704028
798,0.20014587,0.889010654,0.742364411,0.869656682,0.713702122
799,0.19896705,0.89464537,0.753195237,0.868751894,0.739252335
800,0.20162526,0.89570465,0.73852769,0.868796555,0.723319069
801,0.2008413,0.893198613,0.753082177,0.868912823,0.732650627
802,0.20259269,0.890148501,0.735234101,0.869665827,0.732172346
803,0.19902802,0.893710296,0.750417147,0.868489306,0.722752056
804,0.20132363,0.89207118,0.743220365,0.868810156,0.723546529
805,0.20490594,0.890134641,0.739510456,0.868015036,0.726338526
806,0.19886528,0.889373319,0.747471289,0.869471169,0.738433337
807,0.19858721,0.890379149,0.752576571,0.869715511,0.732480718
808,0.20311293,0.886823787,0.73867198,0.869103753,0.732441265
809,0.20141038,0.894662293,0.75540293,0.86925474,0.72809408
810,0.19879503,0.894642536,0.747662422,0.87002028,0.731892856
811,0.20088458,0.89412488,0.750212028,0.870136867,0.730825274
812,0.20163257,0.889795025,0.749817128,0.867524621,0.73383866
813,0.20116343,0.890147736,0.746391476,0.867398187,0.738880669
814,0.19926907,0.88831871,0.750074282,0.869262885,0.728235974
815,0.19802244,0.893574373,0.753793608,0.869164218,0.72522179
816,0.20309374,0.892434611,0.732897015,0.867600052,0.717249299
817,0.20111813,0.892924317,0.746389177,0.86765039,0.727030273
818,0.20004466,0.89310496,0.74970027,0.867786977,0.729340713
819,0.20220111,0.889502504,0.738063038,0.868247848,0.728986071
820,0.20599222,0.893412414,0.736924631,0.869846759,0.729368268
821,0.19907396,0.894233695,0.750441195,0.867310605,0.724923591
822,0.198678184,0.898123543,0.739497512,0.86907207,0.730501239
823,0.20260791,0.889499517,0.74758624,0.867580907,0.726772878
824,0.20177618,0.894680288,0.750765196,0.868031507,0.735743157
825,0.20268445,0.891340871,0.744967869,0.867440537,0.728235974
826,0.20881377,0.888808263,0.739901755,0.865780669,0.725703646
827,0.20146187,0.89141293,0.752509747,0.868626235,0.731923547
828,0.19951274,0.896922596,0.736132692,0.868085248,0.735859432
829,0.19950294,0.891622519,0.750652509,0.867847917,0.730451205
830,0.20072274,0.886636788,0.746436514,0.867373595,0.724781575
831,0.20308705,0.889637431,0.736213894,0.868068369,0.725346609
832,0.203391,0.891275705,0.749602317,0.866887206,0.727771824
833,0.198645847,0.896777331,0.750617657,0.869456899,0.733262774
834,0.20002244,0.896076122,0.745466042,0.86734186,0.727697693
835,0.19876708,0.894710153,0.75137963,0.868473009,0.73096637
836,0.2048968,0.892393336,0.747069175,0.867205257,0.726772878
837,0.1984279,0.890625112,0.747894357,0.867784877,0.725014874
838,0.20474315,0.889077658,0.740663277,0.86639217,0.727682792
839,0.2080398,0.892419602,0.738588339,0.865860197,0.710701741
840,0.20207612,0.892637768,0.752212925,0.868446716,0.730128402
841,0.19936879,0.892966281,0.746863153,0.868043631,0.70940055
842,0.20378956,0.892547408,0.741546474,0.865964369,0.724479699
843,0.198773409,0.897892589,0.750065761,0.868385205,0.719204928
844,0.19856885,0.898119638,0.748788092,0.870111274,0.737759925
845,0.20995565,0.889141446,0.73652729,0.867816732,0.731431261
846,0.198594629,0.893902809,0.751390301,0.870235003,0.736404843
847,0.19781387,0.894751351,0.745000013,0.871916539,0.738688637
848,0.19827169,0.893942093,0.753380248,0.870604445,0.726723519
849,0.198698426,0.89363931,0.747778653,0.870659625,0.736202668
850,0.198496854,0.896100396,0.75177543,0.871255036,0.734918524
851,0.19792263,0.892887101,0.747999574,0.87015585,0.723319069
852,0.20057794,0.892939785,0.742446898,0.869155267,0.72311112
853,0.198321416,0.899434836,0.755734673,0.871265589,0.722250059
854,0.19832736,0.895829469,0.755500411,0.870233831,0.718458714
855,0.19843672,0.893809999,0.747224837,0.869684729,0.721951345
856,0.20071639,0.888264877,0.748554803,0.868858075,0.731694428
857,0.198556025,0.893971039,0.756470165,0.87016676,0.720711521
858,0.198469129,0.896261283,0.75125957,0.870291155,0.728968113
859,0.19915016,0.892082896,0.751982895,0.86960528,0.732172346
860,0.1987238,0.897303257,0.754756638,0.868901109,0.731825119
861,0.20019858,0.896724034,0.74843206,0.86769679,0.71947721
862,0.20024326,0.893517936,0.753195991,0.868123074,0.718087719
863,0.19823603,0.895158814,0.748854231,0.867737519,0.724828066
864,0.20611736,0.886650954,0.739069633,0.866761335,0.726048596
865,0.20036922,0.896475314,0.747784815,0.868803234,0.723546529
866,0.19912623,0.894803806,0.744717819,0.867138443,0.719314665
867,0.1987347,0.892211391,0.746146503,0.868617922,0.726318057
868,0.19934487,0.893728292,0.740698994,0.869531983,0.723319069
869,0.198776602,0.894002205,0.753891257,0.869400324,0.731976745
870,0.20092939,0.89259948,0.7499269,0.86778168,0.729759272
871,0.20434788,0.893190879,0.746994322,0.867455256,0.716237963
872,0.20752528,0.883896197,0.731136439,0.866380802,0.730705109
