Epoch,Batch Index,Loss,Learning Rate
67,Average,0.16713570179987927,0.0001
68,Average,0.17124083182033228,0.0001
69,Average,0.16722432660813236,0.0001
70,Average,0.1678083675856493,0.0001
71,Average,0.16864158669296575,0.0001
72,Average,0.16002158151597393,0.0001
73,Average,0.15856877364674393,0.0001
74,Average,0.1571219251776228,0.0001
75,Average,0.1570859934602465,0.0001
76,Average,0.1611881608865699,0.0001
77,Average,0.15101890889357547,0.0001
78,Average,0.1507316792801935,0.0001
79,Average,0.14936486874916116,0.0001
80,Average,0.1482940907685124,0.0001
81,Average,0.15002712394509995,0.0001
82,Average,0.1447452046737379,0.0001
83,Average,0.14289656281471252,0.0001
84,Average,0.1412759298572735,0.0001
85,Average,0.1423704573998646,0.0001
86,Average,0.14093061566961054,0.0001
87,Average,0.1388569443809743,0.0001
88,Average,0.13677017010596335,0.0001
89,Average,0.13944794115971546,0.0001
90,Average,0.1339670533732492,0.0001
91,Average,0.13222326140622703,0.0001
92,Average,0.13370930266623593,0.0001
93,Average,0.13241661416024578,0.0001
94,Average,0.13016794515507563,0.0001
95,Average,0.1309119742743823,0.0001
96,Average,0.1293282530137471,0.0001
97,Average,0.12819293521496714,0.0001
98,Average,0.1251886379049749,0.0001
99,Average,0.12256675122343764,0.0001
100,Average,0.12586974823961453,0.0001
101,Average,0.12484111864956057,0.0001
102,Average,0.1289710299092896,0.0001
103,Average,0.12348500015784283,0.0001
104,Average,0.11977017153890765,0.0001
105,Average,0.11846898070403508,0.0001
106,Average,0.11701376675343027,0.0001
107,Average,0.11941731751573328,0.0001
108,Average,0.11759992080683611,0.0001
109,Average,0.11516852372763109,0.0001
110,Average,0.11337305392537798,0.0001
111,Average,0.11420909315347672,0.0001
112,Average,0.11341850900528383,0.0001
113,Average,0.1123227911944292,0.0001
114,Average,0.1104614687513332,0.0001
115,Average,0.11042865304922571,0.0001
116,Average,0.11323960992146512,0.0001
117,Average,0.10885330152754881,0.0001
118,Average,0.10999428389631973,0.0001
119,Average,0.10965869803817904,0.0001
120,Average,0.11024676187306034,0.0001
121,Average,0.10669287233328333,0.0001
122,Average,0.10534061385052544,0.0001
123,Average,0.10553840927931728,0.0001
124,Average,0.10651391927076846,0.0001
125,Average,0.10447825719507373,0.0001
126,Average,0.10418583376675236,0.0001
127,Average,0.1011938112122672,0.0001
128,Average,0.10394197124607708,0.0001
129,Average,0.10275360972297434,0.0001
130,Average,0.10381747736614577,0.0001
131,Average,0.0990283379749376,0.0001
132,Average,0.09818110797478229,0.0001
133,Average,0.10062790631639715,0.0001
134,Average,0.09790115256090554,0.0001
135,Average,0.0988989420691315,0.0001
136,Average,0.09690103299763737,0.0001
137,Average,0.09779439729695417,0.0001
138,Average,0.0972988086999679,0.0001
139,Average,0.09869298399711142,0.0001
140,Average,0.09828483617427397,0.0001
141,Average,0.09530198756529361,0.0001
142,Average,0.09495175356159405,0.0001
143,Average,0.09475639432060476,0.0001
144,Average,0.09429468381769802,0.0001
145,Average,0.0952467971614429,0.0001
146,Average,0.09241837050233569,0.0001
147,Average,0.09399232101075504,0.0001
148,Average,0.0927372121689271,0.0001
149,Average,0.09134930965243554,0.0001
150,Average,0.0931651411311967,0.0001
151,Average,0.09143166304851065,0.0001
152,Average,0.09227105002014005,0.0001
153,Average,0.0907997090597542,0.0001
154,Average,0.09153927695386264,0.0001
155,Average,0.0923295576049357,0.0001
156,Average,0.09198016521273827,0.0001
157,Average,0.08934553545348499,0.0001
158,Average,0.09021935794426471,0.0001
159,Average,0.08783828657196492,0.0001
160,Average,0.08900598664673007,0.0001
161,Average,0.08982562243330236,0.0001
162,Average,0.089315336729799,0.0001
163,Average,0.08706799940187104,0.0001
164,Average,0.08905701141576378,0.0001
165,Average,0.08914817535147375,0.0001
166,Average,0.08631886465817082,0.0001
167,Average,0.08720645536573565,0.0001
168,Average,0.089286242668726,0.0001
169,Average,0.08684908583456157,0.0001
170,Average,0.08497935639960426,0.0001
171,Average,0.08720151015690394,0.0001
172,Average,0.08626150081352311,0.0001
173,Average,0.08391275979122337,0.0001
174,Average,0.08593177856231222,0.0001
175,Average,0.08612075493651994,0.0001
176,Average,0.08463716765447539,0.0001
177,Average,0.0846481268503228,0.0001
178,Average,0.08619687432537274,0.0001
179,Average,0.08305398397603814,0.0001
180,Average,0.08475065672275972,0.0001
181,Average,0.08097746595740318,0.0001
182,Average,0.08043527785612613,0.0001
183,Average,0.08442574982740442,0.0001
184,Average,0.0808865536688542,0.0001
185,Average,0.08185174164115167,0.0001
186,Average,0.08316426268037484,0.0001
187,Average,0.08149614185094833,0.0001
188,Average,0.08105642226885776,0.0001
189,Average,0.08130787905989861,0.0001
190,Average,0.08236839340961709,0.0001
191,Average,0.08023143993044386,0.0001
192,Average,0.08091654111536181,0.0001
193,Average,0.07999119854399137,0.0001
194,Average,0.0797035147492983,0.0001
195,Average,0.08157706648415448,0.0001
196,Average,0.07923021540045738,0.0001
197,Average,0.08003840336994249,0.0001
198,Average,0.07788487500986274,0.0001
199,Average,0.08039387817285498,0.0001
200,Average,0.07912040334575031,0.0001
201,Average,0.08228265676571399,0.0001
202,Average,0.07865454773513639,0.0001
203,Average,0.07905217784703994,0.0001
204,Average,0.07707388737067884,0.0001
205,Average,0.07728643129978861,0.0001
206,Average,0.07787630729833428,0.0001
207,Average,0.07785859597580773,0.0001
208,Average,0.07655657265259296,0.0001
209,Average,0.07835345829323846,0.0001
210,Average,0.07746545924824111,0.0001
211,Average,0.0756659132941645,0.0001
212,Average,0.0780509568902911,0.0001
213,Average,0.07875097923132839,0.0001
214,Average,0.0777126889751882,0.0001
215,Average,0.07729458253906697,0.0001
216,Average,0.07699458095796254,0.0001
217,Average,0.07562340864417505,0.0001
218,Average,0.07378613637114058,0.0001
219,Average,0.07533893749421956,0.0001
220,Average,0.07460911556774256,0.0001
221,Average,0.07472098018137777,0.0001
222,Average,0.0741897416966302,0.0001
223,Average,0.07517692036166483,0.0001
224,Average,0.07404470025580756,0.0001
225,Average,0.07521859199112775,0.0001
226,Average,0.07537792372156163,0.0001
227,Average,0.07403806543775968,0.0001
228,Average,0.0749539967094149,0.0001
229,Average,0.07387700570481164,0.0001
230,Average,0.07351680434480005,0.0001
231,Average,0.07346231269897247,0.0001
232,Average,0.07266256654140901,0.0001
233,Average,0.07207414545879072,0.0001
234,Average,0.07238382511601156,0.0001
235,Average,0.07276792558176177,0.0001
236,Average,0.07303397167398006,0.0001
237,Average,0.07213394571931994,0.0001
238,Average,0.07234960292675058,0.0001
239,Average,0.07427224729742322,0.0001
240,Average,0.07302026511455069,0.0001
241,Average,0.07335530578786013,0.0001
242,Average,0.07201723199413747,0.0001
243,Average,0.07237208315304347,0.0001
244,Average,0.07037164955114832,0.0001
245,Average,0.07176122479901022,0.0001
246,Average,0.07129043371093516,0.0001
247,Average,0.07032548058397915,0.0001
248,Average,0.07170353107610528,0.0001
249,Average,0.07053682839079779,0.0001
250,Average,0.0694500058889389,0.0001
251,Average,0.07119849985655473,0.0001
252,Average,0.07079358269669572,0.0001
253,Average,0.07162939331361226,0.0001
254,Average,0.07107134406663934,0.0001
255,Average,0.07139973722550334,0.0001
256,Average,0.06958583742380142,0.0001
257,Average,0.06983488577665115,0.0001
258,Average,0.07052102593743072,0.0001
259,Average,0.07024249092352633,0.0001
260,Average,0.0702544022731635,0.0001
261,Average,0.07146179318732145,0.0001
262,Average,0.0698288551398686,0.0001
263,Average,0.06951776762702028,0.0001
264,Average,0.06948269705991356,0.0001
265,Average,0.06943722578639887,0.0001
266,Average,0.0697874170632995,0.0001
267,Average,0.06816204910983845,0.0001
268,Average,0.06871756211835511,0.0001
269,Average,0.06949035846153084,0.0001
270,Average,0.06929583193696275,0.0001
271,Average,0.0681049182098739,0.0001
272,Average,0.06989970582784438,0.0001
273,Average,0.06921490076549199,0.0001
274,Average,0.06930188256867077,0.0001
275,Average,0.0686244642247959,0.0001
276,Average,0.06804581153757717,0.0001
277,Average,0.06850651970931462,0.0001
278,Average,0.06878171336590028,0.0001
279,Average,0.06793019076695248,0.0001
280,Average,0.06746043242057975,0.0001
281,Average,0.06849564771567072,0.0001
282,Average,0.06778187145079885,0.0001
283,Average,0.06645266057885423,0.0001
284,Average,0.06649060083591209,0.0001
285,Average,0.06870775517760491,0.0001
286,Average,0.06721440003234513,0.0001
287,Average,0.06740384868213109,0.0001
288,Average,0.06765222633067443,0.0001
289,Average,0.06820074894598552,0.0001
290,Average,0.0673983814764996,0.0001
291,Average,0.0671337287949056,0.0001
292,Average,0.06680203738565348,0.0001
293,Average,0.06716417939383157,0.0001
294,Average,0.0659477953247878,0.0001
295,Average,0.0676646538991101,0.0001
296,Average,0.0672474163679444,0.0001
297,Average,0.06644017348180012,0.0001
298,Average,0.06614288261958531,0.0001
299,Average,0.06676884991477947,0.0001
300,Average,0.06569056182491537,0.0001
301,Average,0.06753663749110941,0.0001
302,Average,0.06599202729305442,0.0001
303,Average,0.0659227794682493,0.0001
304,Average,0.06629666686058044,0.0001
305,Average,0.06560698463296404,0.0001
306,Average,0.06604545069288234,0.0001
307,Average,0.06682096535758096,0.0001
308,Average,0.06560738696431627,0.0001
309,Average,0.06701897502857812,0.0001
310,Average,0.06501291243701565,0.0001
311,Average,0.06577844165113507,0.0001
312,Average,0.06490246746308949,0.0001
313,Average,0.06588854534285409,0.0001
314,Average,0.06616300481314562,0.0001
315,Average,0.06573153614085547,0.0001
316,Average,0.06513205284670907,0.0001
317,Average,0.06579940203501254,0.0001
318,Average,0.06579253214354418,0.0001
319,Average,0.06495162107202472,0.0001
320,Average,0.06498238740831005,0.0001
321,Average,0.064492081272967,0.0001
322,Average,0.0648656035868489,0.0001
323,Average,0.06486252223958774,0.0001
324,Average,0.06321577735397281,0.0001
325,Average,0.0651196152427975,0.0001
326,Average,0.06463227793574333,0.0001
327,Average,0.06343626785947352,0.0001
328,Average,0.06423606617110116,0.0001
329,Average,0.06473868819219726,0.0001
330,Average,0.06393899608935628,0.0001
331,Average,0.0637232611069874,0.0001
332,Average,0.06520861288418575,0.0001
333,Average,0.06440214577073954,0.0001
334,Average,0.06420790107578647,0.0001
335,Average,0.06480206389512334,0.0001
336,Average,0.06450457551649638,0.0001
337,Average,0.06549800787957347,0.0001
338,Average,0.06364496363973131,0.0001
339,Average,0.06451354662374574,0.0001
340,Average,0.06510350290609866,0.0001
341,Average,0.06416473621312453,0.0001
342,Average,0.06319599066461835,0.0001
343,Average,0.06295251907134543,0.0001
344,Average,0.0645553189880994,0.0001
345,Average,0.0643772796860763,0.0001
346,Average,0.06361345156114928,0.0001
347,Average,0.06413913525793018,0.0001
348,Average,0.06343723696713545,0.0001
349,Average,0.06311693171761473,0.0001
350,Average,0.0632952231229568,0.0001
351,Average,0.06382907410057223,0.0001
352,Average,0.06170920449860242,0.0001
353,Average,0.06361183067973779,0.0001
354,Average,0.062415619285739195,0.0001
355,Average,0.0637959788496397,0.0001
356,Average,0.06294964003015538,0.0001
357,Average,0.06368496337411356,0.0001
358,Average,0.06328343029837219,0.0001
359,Average,0.06354152951009419,0.0001
360,Average,0.064589617659851,0.0001
361,Average,0.06297457887201893,0.0001
362,Average,0.06352052655147046,0.0001
363,Average,0.06240833246586274,0.0001
364,Average,0.06249703504905409,0.0001
365,Average,0.062031391323829184,0.0001
366,Average,0.06327141935423929,0.0001
367,Average,0.06331756323271868,0.0001
368,Average,0.06228007687901964,0.0001
369,Average,0.06251850967504541,0.0001
370,Average,0.06133074685931206,0.0001
371,Average,0.061876113773608694,0.0001
372,Average,0.06300076120057885,0.0001
373,Average,0.06212313488429906,0.0001
374,Average,0.06187899813664203,0.0001
375,Average,0.0625327443894075,0.0001
376,Average,0.061592508715634445,0.0001
377,Average,0.06180640135188492,0.0001
378,Average,0.06207848294657104,0.0001
379,Average,0.061549884020065775,0.0001
380,Average,0.06240314268031899,0.0001
381,Average,0.061368067653811705,0.0001
382,Average,0.06205527187914264,0.0001
383,Average,0.061789430221732784,0.0001
384,Average,0.060279625410936316,0.0001
385,Average,0.06175200443486778,0.0001
386,Average,0.05992470248317232,0.0001
387,Average,0.061270774703244775,0.0001
388,Average,0.0624770107774102,0.0001
389,Average,0.060299280878840664,0.0001
390,Average,0.0614544011044259,0.0001
391,Average,0.061448167553361584,0.0001
392,Average,0.06100686502699949,0.0001
393,Average,0.061860455922326266,0.0001
394,Average,0.06130287902695792,0.0001
395,Average,0.061372769426326364,0.0001
396,Average,0.06075998943070976,0.0001
397,Average,0.0610466547006247,0.0001
398,Average,0.06025454858127905,0.0001
399,Average,0.060698541679552624,0.0001
400,Average,0.060717335617055695,0.0001
401,Average,0.061505967713132194,0.0001
402,Average,0.060526051691600254,0.0001
403,Average,0.06024953646927464,0.0001
404,Average,0.06047916952140477,0.0001
405,Average,0.061057793242590766,0.0001
406,Average,0.06190785887290021,0.0001
407,Average,0.06079336491470434,0.0001
408,Average,0.05981775776160007,0.0001
409,Average,0.060753464774817835,0.0001
410,Average,0.06172594390049273,0.0001
411,Average,0.06139664542005987,0.0001
412,Average,0.06002672852910295,0.0001
413,Average,0.06061332338318533,0.0001
414,Average,0.061392742076090405,0.0001
415,Average,0.061553294561347185,0.0001
416,Average,0.06096178582128214,0.0001
417,Average,0.06008987425237286,0.0001
418,Average,0.05991126634940809,0.0001
419,Average,0.060184587629473936,0.0001
420,Average,0.06077377961910501,0.0001
421,Average,0.060495613256887515,0.0001
422,Average,0.06108478015782882,0.0001
423,Average,0.06029448954730618,0.0001
424,Average,0.05979950459940093,0.0001
425,Average,0.05979723513734584,0.0001
426,Average,0.06047329146947179,0.0001
427,Average,0.06116019470655188,0.0001
428,Average,0.05963456189754058,0.0001
429,Average,0.06086197883194806,0.0001
430,Average,0.0606118846608668,0.0001
431,Average,0.05907706376545283,0.0001
432,Average,0.05865879820621744,0.0001
433,Average,0.05964275411501223,0.0001
434,Average,0.06003008037805557,0.0001
435,Average,0.06000121089876914,0.0001
436,Average,0.05973724830819636,0.0001
437,Average,0.0593585699644624,0.0001
438,Average,0.06016167891877038,0.0001
439,Average,0.05898188001343182,0.0001
440,Average,0.05875985909785543,0.0001
441,Average,0.059112323410048774,0.0001
442,Average,0.059171458516193896,0.0001
443,Average,0.05961605146223185,0.0001
444,Average,0.05917649404430876,0.0001
445,Average,0.05940228890703649,0.0001
446,Average,0.05866372592899264,0.0001
447,Average,0.05896298952248632,0.0001
448,Average,0.060107065174652606,0.0001
449,Average,0.05889789281146867,0.0001
450,Average,0.06001527272925085,0.0001
451,Average,0.058607189478922864,0.0001
452,Average,0.05846455845297599,0.0001
453,Average,0.05964668140727646,0.0001
454,Average,0.059270111425798765,0.0001
455,Average,0.05854706511813767,0.0001
456,Average,0.0586601766396542,0.0001
457,Average,0.060088323391213706,0.0001
458,Average,0.05809747739409914,0.0001
459,Average,0.05946303295845888,0.0001
460,Average,0.05831050994444867,0.0001
461,Average,0.05870889879915179,0.0001
462,Average,0.05908723912981092,0.0001
463,Average,0.05897433037052349,0.0001
464,Average,0.058629309492451806,0.0001
465,Average,0.05841898036246397,0.0001
466,Average,0.0581361039028484,0.0001
467,Average,0.05756513553918624,0.0001
468,Average,0.05852176986482679,0.0001
469,Average,0.058545434201250274,0.0001
470,Average,0.05889245267121159,0.0001
471,Average,0.05889431311159718,0.0001
472,Average,0.057400558523985803,0.0001
473,Average,0.05850063150330466,0.0001
474,Average,0.05825295808668039,0.0001
475,Average,0.05740739838505278,0.0001
476,Average,0.0584193936416081,0.0001
477,Average,0.05852757797253375,0.0001
478,Average,0.05717709599709024,0.0001
479,Average,0.05855401134004398,0.0001
480,Average,0.059151778491784116,0.0001
481,Average,0.05898463444746271,0.0001
482,Average,0.057896661287059586,0.0001
483,Average,0.05854837178271644,0.0001
484,Average,0.05848776602319309,0.0001
485,Average,0.05882375558115998,0.0001
486,Average,0.05856892230863474,0.0001
487,Average,0.05861744702774651,0.0001
488,Average,0.05756172811498447,0.0001
489,Average,0.05789908204151659,0.0001
490,Average,0.05739365046729847,0.0001
491,Average,0.057731409386104465,0.0001
492,Average,0.057047764105456214,0.0001
493,Average,0.05815283087443332,0.0001
494,Average,0.05731354767874795,0.0001
495,Average,0.05856991536459144,0.0001
496,Average,0.05820157158435607,0.0001
497,Average,0.058472312302613745,0.0001
498,Average,0.05685025681646503,0.0001
499,Average,0.0581279955804348,0.0001
500,Average,0.05704025878589981,0.0001
501,Average,0.05727218448811648,0.0001
502,Average,0.05686979109839517,0.0001
503,Average,0.057360795611629684,0.0001
504,Average,0.05795881129345115,0.0001
505,Average,0.057975562175317685,0.0001
506,Average,0.05678905075301929,0.0001
507,Average,0.05744161601273381,0.0001
508,Average,0.057532359142692724,0.0001
509,Average,0.05772183136064179,0.0001
510,Average,0.0581969893252363,0.0001
511,Average,0.057713563877100846,0.0001
512,Average,0.05723865307411369,0.0001
513,Average,0.05793305585274891,0.0001
514,Average,0.05823302314597733,0.0001
515,Average,0.05744736687261231,0.0001
516,Average,0.05863590409256974,0.0001
517,Average,0.05758305585810116,0.0001
518,Average,0.057671810823435685,0.0001
519,Average,0.05824665595986405,0.0001
520,Average,0.05666974217307811,0.0001
521,Average,0.05667869077653301,0.0001
522,Average,0.05697802978814864,0.0001
523,Average,0.05722813924052277,0.0001
524,Average,0.05728170625409301,0.0001
525,Average,0.056812671602380516,0.0001
526,Average,0.05658552559966944,0.0001
527,Average,0.05699015940938677,0.0001
528,Average,0.055792399358992675,0.0001
529,Average,0.05689518199283249,0.0001
530,Average,0.056946507978196045,0.0001
531,Average,0.05726931677484999,0.0001
532,Average,0.05622302444309604,0.0001
533,Average,0.056349442093348016,0.0001
534,Average,0.057000410343919485,0.0001
535,Average,0.05655404271519914,0.0001
536,Average,0.057003951422414004,0.0001
537,Average,0.05658844827997441,0.0001
538,Average,0.05672965175947364,0.0001
539,Average,0.056696483143130125,0.0001
540,Average,0.056048614334086984,0.0001
541,Average,0.05680321392660238,0.0001
542,Average,0.05579381504533242,0.0001
543,Average,0.056551184353171566,0.0001
544,Average,0.05679482662556123,0.0001
545,Average,0.056110686565540274,0.0001
546,Average,0.05616945263986685,0.0001
547,Average,0.05637497766589632,0.0001
548,Average,0.05691766282733606,0.0001
549,Average,0.055756209380164436,0.0001
550,Average,0.0566167341051053,0.0001
551,Average,0.05791649115937097,0.0001
552,Average,0.0577332291524021,0.0001
553,Average,0.0565859105209915,0.0001
554,Average,0.05611647718719074,0.0001
555,Average,0.05671302259576564,0.0001
556,Average,0.05700773114756662,0.0001
557,Average,0.05699931374009775,0.0001
558,Average,0.05616155479635511,0.0001
559,Average,0.05552991148920692,0.0001
560,Average,0.05579855726385603,0.0001
561,Average,0.05635192100794948,0.0001
562,Average,0.0552177119772045,0.0001
563,Average,0.05735854431986809,0.0001
564,Average,0.05684549825227991,0.0001
565,Average,0.05688084654357969,0.0001
566,Average,0.05620133070921411,0.0001
567,Average,0.056988002466303964,0.0001
568,Average,0.05639608105530544,0.0001
569,Average,0.05600974670782381,0.0001
570,Average,0.05630744294244416,0.0001
571,Average,0.05698738148321911,0.0001
572,Average,0.05647039116949451,0.0001
573,Average,0.05621245640272997,0.0001
574,Average,0.05683713315092787,0.0001
575,Average,0.05648957230910963,0.0001
576,Average,0.05555921770176109,0.0001
577,Average,0.055427019313281894,0.0001
578,Average,0.054877822420426776,0.0001
579,Average,0.056948410309090904,0.0001
580,Average,0.056202267657737344,0.0001
581,Average,0.05564976981555929,0.0001
582,Average,0.05618024267712418,0.0001
583,Average,0.056404829329373886,0.0001
584,Average,0.055561186327617994,0.0001
585,Average,0.05594350754910586,0.0001
586,Average,0.05621202107594938,0.0001
587,Average,0.055882993097207984,0.0001
588,Average,0.05623833690674938,0.0001
589,Average,0.055649537136968304,0.0001
590,Average,0.05617924931706214,0.0001
591,Average,0.055687982969138086,0.0001
592,Average,0.05648410259460916,0.0001
593,Average,0.05501901396379179,0.0001
594,Average,0.055315575201292426,0.0001
595,Average,0.05594129799580087,0.0001
596,Average,0.05669600151631297,0.0001
597,Average,0.055620783065654794,0.0001
598,Average,0.056074509435162255,0.0001
599,Average,0.056338902638883005,0.0001
600,Average,0.05630546260853203,0.0001
601,Average,0.055564419651518066,0.0001
602,Average,0.05609648226171124,0.0001
603,Average,0.05588607269586349,0.0001
604,Average,0.05554576491823002,0.0001
605,Average,0.0560832390827792,0.0001
606,Average,0.05516508495321079,0.0001
607,Average,0.05586640924519422,0.0001
608,Average,0.05539759795884697,0.0001
609,Average,0.054961023129978956,0.0001
610,Average,0.055128896190803876,0.0001
611,Average,0.055593797290811736,0.0001
612,Average,0.055456294545105526,0.0001
613,Average,0.054971685214918485,0.0001
614,Average,0.05509070109347908,0.0001
615,Average,0.05457508518379562,0.0001
616,Average,0.054623084256843646,0.0001
617,Average,0.05525442600554349,0.0001
618,Average,0.055756661508764536,0.0001
619,Average,0.055524024504179856,0.0001
620,Average,0.05521507796888449,0.0001
621,Average,0.05624337365128556,0.0001
622,Average,0.0549485373253725,0.0001
623,Average,0.05485849926362232,0.0001
624,Average,0.05517162405410592,0.0001
625,Average,0.05646041689478621,0.0001
626,Average,0.05454232756580625,0.0001
627,Average,0.054156504571437836,0.0001
628,Average,0.05488844862093731,0.0001
629,Average,0.05457397717602399,0.0001
630,Average,0.05434492215210078,0.0001
631,Average,0.05439311630871831,0.0001
632,Average,0.05549501946994236,0.0001
633,Average,0.05550693211202719,0.0001
634,Average,0.0547823502244998,0.0001
635,Average,0.055004835889047504,0.0001
636,Average,0.054129836966796796,0.0001
637,Average,0.05464490799575436,0.0001
638,Average,0.05518262118709331,0.0001
639,Average,0.05515196288422662,0.0001
640,Average,0.054535391607454846,0.0001
641,Average,0.05446082604478816,0.0001
642,Average,0.05372274104429751,0.0001
643,Average,0.05560996679931271,0.0001
644,Average,0.054562377762429566,0.0001
645,Average,0.055447839200496674,0.0001
646,Average,0.054461765274101376,0.0001
647,Average,0.054776249187333245,0.0001
648,Average,0.05412928630806962,0.0001
649,Average,0.05424714232889973,0.0001
650,Average,0.055508357985895505,0.0001
651,Average,0.0556785379897575,0.0001
652,Average,0.05530711179789232,0.0001
653,Average,0.054842568933963776,0.0001
654,Average,0.054406081611404616,0.0001
655,Average,0.05408964313718737,0.0001
656,Average,0.05569537903885452,0.0001
657,Average,0.05404888260729459,0.0001
658,Average,0.05493086690501291,0.0001
659,Average,0.054119374450980404,0.0001
660,Average,0.05546688889058269,0.0001
661,Average,0.054898601481500935,0.0001
662,Average,0.055507088726272386,0.0001
663,Average,0.05550349032392307,0.0001
664,Average,0.05430990814858554,0.0001
665,Average,0.05519086814352444,0.0001
666,Average,0.05462443425643201,0.0001
667,Average,0.05542581338359385,0.0001
668,Average,0.05428069221730135,0.0001
669,Average,0.05404319986701012,0.0001
670,Average,0.054821068839151034,0.0001
671,Average,0.05510131657427671,0.0001
672,Average,0.05321951970762136,0.0001
673,Average,0.05429952089883843,0.0001
674,Average,0.054186780233772436,0.0001
675,Average,0.054065948770362506,0.0001
676,Average,0.054290568950224896,0.0001
677,Average,0.054001083255422355,0.0001
678,Average,0.053355843665040266,0.0001
679,Average,0.05463266562746496,0.0001
680,Average,0.054049571709973473,0.0001
681,Average,0.05485459432309987,0.0001
682,Average,0.054097848203109235,0.0001
683,Average,0.05497624094084817,0.0001
684,Average,0.054077026263183475,0.0001
685,Average,0.05458029754916016,0.0001
686,Average,0.05417223061834063,0.0001
687,Average,0.05451163482301089,0.0001
688,Average,0.053889724216899096,0.0001
689,Average,0.053945950707610775,0.0001
690,Average,0.05440792623831301,0.0001
691,Average,0.05388337214078222,0.0001
692,Average,0.055180443526834856,0.0001
693,Average,0.0540412789856901,0.0001
694,Average,0.05374233804795207,0.0001
695,Average,0.05398881671075918,0.0001
696,Average,0.05392381586894697,0.0001
697,Average,0.05418146409246386,0.0001
698,Average,0.05458621597107576,0.0001
699,Average,0.054381984457069515,0.0001
700,Average,0.053927392755844156,0.0001
701,Average,0.05365286873919623,0.0001
702,Average,0.054250102870318354,0.0001
703,Average,0.05413205480697204,0.0001
704,Average,0.05418867184495439,0.0001
705,Average,0.05373460655005611,0.0001
706,Average,0.05341843188721306,0.0001
707,Average,0.05364569086505442,0.0001
708,Average,0.05367616168698486,0.0001
709,Average,0.05354293914777892,0.0001
710,Average,0.05416287785890151,0.0001
711,Average,0.05392732273559181,0.0001
712,Average,0.0540897653115039,0.0001
713,Average,0.05365264674230498,0.0001
714,Average,0.05430473250393965,0.0001
715,Average,0.05439571644730714,0.0001
716,Average,0.05427466887904673,0.0001
717,Average,0.05350379987942929,0.0001
718,Average,0.05373573747976702,0.0001
719,Average,0.053782680204936435,0.0001
720,Average,0.05368632177005009,0.0001
721,Average,0.05366819937314306,0.0001
722,Average,0.05441301954644067,0.0001
723,Average,0.053497971092559854,0.0001
724,Average,0.05431207353059126,0.0001
725,Average,0.05416338586685609,0.0001
726,Average,0.05313127579129472,0.0001
727,Average,0.05354348418055749,0.0001
728,Average,0.05408507015328018,0.0001
729,Average,0.05339182077013716,0.0001
730,Average,0.05475494379595834,0.0001
731,Average,0.05410462929582109,0.0001
732,Average,0.0528982331862255,0.0001
733,Average,0.053488205053976605,0.0001
734,Average,0.05317833130152858,0.0001
735,Average,0.054959679212497205,0.0001
